ID, AR_ #,AR_Subsite,Diver_Team,Date,Transect_Type,Sampling_Period ,Transect_Number,Transect_Heading,Visibility,Species code,Species,Abundance,Size_cm,Min Range_cm,Max Range_cm,Water_Col_Position,Biomass_kg/m3,Data entered by,Data read by,NOTES,QAQC_name,QAQC_date,QAQC_Notes
AR-330_INDRA_2015-12-11_S,330,INDRA,HL_CR,12/11/2015,Structural,Winter ,,50,40ft,MYMI,Gag,2,35,,,R,,HL,,,,,
AR-330_INDRA_2015-12-11_S,330,INDRA,HL_CR,12/11/2015,Structural,Winter ,,50,40ft,STCA/STCH,Longspine Porgy/Scup,200,,12,14,R/S,,HL,,,,,
AR-330_INDRA_2015-12-11_S,330,INDRA,HL_CR,12/11/2015,Structural,Winter ,,50,40ft,DEPU,Round Scad,300,,10,11,S/W,,HL,,,,,
AR-330_INDRA_2015-12-11_S,330,INDRA,HL_CR,12/11/2015,Structural,Winter ,,50,40ft,ABSA,Sargeant Major,1,7,,,R,,HL,,,,,
AR-330_INDRA_2015-12-11_S,330,INDRA,HL_CR,12/11/2015,Structural,Winter ,,50,40ft,HABI,Slippery Dick,1,17,,,R,,HL,,,,,
AR-330_INDRA_2015-12-11_S,330,INDRA,HL_CR,12/11/2015,Structural,Winter ,,50,40ft,HABI,Slippery Dick,2,8,,,R,,HL,,,,,
AR-330_INDRA_2015-12-11_S,330,INDRA,HL_CR,12/11/2015,Structural,Winter ,,50,40ft,HABI,Slippery Dick,2,5,,,R,,HL,,,,,
AR-330_INDRA_2015-12-11_S,330,INDRA,HL_CR,12/11/2015,Structural,Winter ,,50,40ft,HABI,Slippery Dick,1,14,,,R,,HL,,,,,
AR-330_INDRA_2015-12-11_S,330,INDRA,HL_CR,12/11/2015,Structural,Winter ,,50,40ft,HABI,Slippery Dick,1,4,,,R,,HL,,,,,
AR-330_INDRA_2015-12-11_S,330,INDRA,HL_CR,12/11/2015,Structural,Winter ,,50,40ft,DIHO,Spottail Pinfish,5,,10,12,R,,HL,,,,,
AR-330_INDRA_2015-12-11_S,330,INDRA,HL_CR,12/11/2015,Structural,Winter ,,50,40ft,HAAU,Tomtate,100,,8,10,R/S,,HL,,,,,
AR-330_PIPES_2015-07-27_R_T1_T2,330,PIPES,CR_AP_JH,7/27/2015,Radiating,Fall,1 and 2,295,,CEST,Black Sea Bass,1,13,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,10/29/2015,"Changed ID, 1 error"
AR-330_PIPES_2015-07-27_R_T1_T2,330,PIPES,CR_AP_JH,7/27/2015,Radiating,Fall,1 and 2,295,,DESP,Decapterus Species- likely round or mackeral scad,100,11,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,10/29/2015,"Changed ID, 1 error"
AR-330_PIPES_2015-07-27_R_T1_T2,330,PIPES,CR_AP_JH,7/27/2015,Radiating,Fall,1 and 2,295,,STCA/STCH,Longspine Porgy/Scup,60,10,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,10/29/2015,"Changed ID, 1 error"
AR-330_PIPES_2015-07-27_R_T1_T2,330,PIPES,CR_AP_JH,7/27/2015,Radiating,Fall,1 and 2,295,,DIFO,Sand Perch,1,17,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,10/29/2015,"Changed ID, 1 error"
AR-330_PIPES_2015-07-27_R_T1_T2,330,PIPES,CR_AP_JH,7/27/2015,Radiating,Fall,1 and 2,295,,DIFO,Sand Perch,4,12,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,10/29/2015,"Changed ID, 1 error"
AR-330_PIPES_2015-07-27_R_T1_T2,330,PIPES,CR_AP_JH,7/27/2015,Radiating,Fall,1 and 2,295,,DIFO,Sand Perch,5,11,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,10/29/2015,"Changed ID, 1 error"
AR-330_PIPES_2015-07-27_R_T1_T2,330,PIPES,CR_AP_JH,7/27/2015,Radiating,Fall,1 and 2,295,,DIFO,Sand Perch,1,10,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,10/29/2015,"Changed ID, 1 error"
AR-330_PIPES_2015-07-27_R_T1_T2,330,PIPES,CR_AP_JH,7/27/2015,Radiating,Fall,1 and 2,295,,HABI,Slippery Dick,1,12,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,10/29/2015,"Changed ID, 1 error"
AR-330_PIPES_2015-09-08_R_T1,330,PIPES,CR_JF,9/8/2015,Radiating,Fall,1,300,,CEOC,Bank Sea Bass,1,12,,,R,,CR,,,CR,10/30/2015,"Changed species, 1 error"
AR-330_PIPES_2015-09-08_R_T1,330,PIPES,CR_JF,9/8/2015,Radiating,Fall,1,300,,CEST,Black Sea Bass,1,19,,,R,,CR,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_R_T1,330,PIPES,CR_JF,9/8/2015,Radiating,Fall,1,300,,CEST,Black Sea Bass,1,10,,,R,,CR,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_R_T1,330,PIPES,CR_JF,9/8/2015,Radiating,Fall,1,300,,CEST,Black Sea Bass,1,11,,,R,,CR,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_R_T1,330,PIPES,CR_JF,9/8/2015,Radiating,Fall,1,300,,CEST,Black Sea Bass,1,9,,,R,,CR,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_R_T1,330,PIPES,CR_JF,9/8/2015,Radiating,Fall,1,300,,SYFO,Inshore Lizardfish,1,24,,,R,,CR,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_R_T1,330,PIPES,CR_JF,9/8/2015,Radiating,Fall,1,300,,LARH,Pinfish,1,13,,,R,,CR,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_R_T1,330,PIPES,CR_JF,9/8/2015,Radiating,Fall,1,300,,DIFO,Sand Perch,1,15,,,R,,CR,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_R_T1,330,PIPES,CR_JF,9/8/2015,Radiating,Fall,1,300,,DIFO,Sand Perch,1,15,,,R,,CR,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_R_T1,330,PIPES,CR_JF,9/8/2015,Radiating,Fall,1,300,,DIFO,Sand Perch,1,14,,,R,,CR,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_R_T1,330,PIPES,CR_JF,9/8/2015,Radiating,Fall,1,300,,DIFO,Sand Perch,1,11,,,R,,CR,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_R_T1,330,PIPES,CR_JF,9/8/2015,Radiating,Fall,1,300,,DIFO,Sand Perch,1,12,,,R,,CR,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_R_T1,330,PIPES,CR_JF,9/8/2015,Radiating,Fall,1,300,,DIFO,Sand Perch,1,13,,,R,,CR,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_R_T1,330,PIPES,CR_JF,9/8/2015,Radiating,Fall,1,300,,HABI,Slippery Dick,1,20,,,R,,CR,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_R_T1,330,PIPES,CR_JF,9/8/2015,Radiating,Fall,1,300,,HABI,Slippery Dick,1,11,,,R,,CR,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_R_T1,330,PIPES,CR_JF,9/8/2015,Radiating,Fall,1,300,,HAAU,Tomtate,1,11,,,R,,CR,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_R_T1,330,PIPES,CR_JF,9/8/2015,Radiating,Fall,1,300,,PORG,Unknown Porgy,1,29,,,R,,CR,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_R_T2,330,PIPES,CR_JF,9/8/2015,Radiating,Fall,2,300,,DIFO,Sand Perch,1,15,,,R,,CR,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_R_T3,330,PIPES,CR_JF,9/8/2015,Radiating,Fall,3,300,,,,NO_FISH,,,,,,CR,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_S,330,PIPES,HL_WF,9/8/2015,Structural,Fall,,,,CEOC,Bank Sea Bass,1,30,,,R,,HL,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_S,330,PIPES,HL_WF,9/8/2015,Structural,Fall,,,,CEST,Black Sea Bass,5,,4,15,R,,HL,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_S,330,PIPES,HL_WF,9/8/2015,Structural,Fall,,,,CEST,Black Sea Bass,5,,15,20,R,,HL,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_S,330,PIPES,HL_WF,9/8/2015,Structural,Fall,,,,CEST,Black Sea Bass,2,6,,,R,,HL,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_S,330,PIPES,HL_WF,9/8/2015,Structural,Fall,,,,CEST,Black Sea Bass,10,,8,12,R,,HL,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_S,330,PIPES,HL_WF,9/8/2015,Structural,Fall,,,,PAUM,Cubbyu ,3,12,,,R,,HL,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_S,330,PIPES,HL_WF,9/8/2015,Structural,Fall,,,,PAUM,Cubbyu ,1,8,,,R,,HL,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_S,330,PIPES,HL_WF,9/8/2015,Structural,Fall,,,,GRUN,Unknown Grunt,1,8,,,R,,HL,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_S,330,PIPES,HL_WF,9/8/2015,Structural,Fall,,,,DIFO,Sand Perch,1,10,,,R,,HL,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_S,330,PIPES,HL_WF,9/8/2015,Structural,Fall,,,,DIFO,Sand Perch,2,7,,,R,,HL,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_S,330,PIPES,HL_WF,9/8/2015,Structural,Fall,,,,MYPH,Scamp,1,60,,,R,,HL,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_S,330,PIPES,HL_WF,9/8/2015,Structural,Fall,,,,ARPR,Sheepshead,2,40,,,R,,HL,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_S,330,PIPES,HL_WF,9/8/2015,Structural,Fall,,,,HABI,Slippery Dick,1,20,,,R,,HL,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_S,330,PIPES,HL_WF,9/8/2015,Structural,Fall,,,,HABI,Slippery Dick,1,18,,,R,,HL,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_S,330,PIPES,HL_WF,9/8/2015,Structural,Fall,,,,HABI,Slippery Dick,1,23,,,R,,HL,,,CR,10/30/2015,0 errors
AR-330_PIPES_2015-09-08_S,330,PIPES,HL_WF,9/8/2015,Structural,Fall,,,,HAAU,Tomtate,50,,5,35,R,,HL,,,CR,10/30/2015,0 errors
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,CEST,Black Sea Bass,5,,12,15,R/S,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,CEST,Black Sea Bass,20,,35,40,R/S,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,CEST,Black Sea Bass,5,60,,,R/S,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,CEST,Black Sea Bass,12,,10,12,R/S,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,CEST,Black Sea Bass,5,,70,75,R/S,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,PAUM,Cubbyu ,6,,9,11,R,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,MYMI,Gag,2,,33,35,R,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,MYMI,Gag,2,7,,,S,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,MYMI,Gag,5,40,,,R,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,MYMI,Gag,10,,25,30,R,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,CANO,Knobbed Porgy,2,40,,,R,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,ARPR,Sheepshead,6,,55,65,S,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,ARPR,Sheepshead,3,,70,75,S,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,HABI,Slippery Dick,1,9,,,R,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,HABI,Slippery Dick,3,4,,,R,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,HABI,Slippery Dick,3,7,,,R,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,DIHO,Spottail Pinfish,10,,8,10,R,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,DIHO,Spottail Pinfish,15,,11,13,R,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,DIHO,Spottail Pinfish,10,,25,30,R,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,DIHO,Spottail Pinfish,5,,5,6,R,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,PADE,Summer Flounder,,,,,R,,HL,,,,,
AR-330_PIPES_2016-01-15_S,330,PIPES,HL_LB,1/15/2016,Structural,Winter ,,75,15ft,HAAU,Tomtate,15,,12,15,R/S,,HL,,,,,
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,7/17/2015,Structural,Fall,,,,CARU,Bar Jack,3,15,,,R,,HL,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,10/29/2015,"Changed ID, 1 error"
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,7/17/2015,Structural,Fall,,,,SESU,Belted Sandfish,3,10,,,R,,HL,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,10/29/2015,"Changed ID, 1 error"
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,7/17/2015,Structural,Fall,,,,CEST,Black Sea Bass,7,20,,,R,,HL,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,10/29/2015,"Changed ID, 1 error"
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,7/17/2015,Structural,Fall,,,,CEST,Black Sea Bass,7,25,,,R,,HL,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,10/29/2015,"Changed ID, 1 error"
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,7/17/2015,Structural,Fall,,,,CEST,Black Sea Bass,1,35,,,R,,HL,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,10/29/2015,"Changed ID, 1 error"
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,7/17/2015,Structural,Fall,,,,CEST,Black Sea Bass,3,25,,,R,,HL,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,10/29/2015,"Changed ID, 1 error"
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,7/17/2015,Structural,Fall,,,,CEST,Black Sea Bass,3,30,,,R,,HL,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,10/29/2015,"Changed ID, 1 error"
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,7/17/2015,Structural,Fall,,,,PAUM,Cubbyu ,2,8,,,R,,HL,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,10/29/2015,"Changed ID, 1 error"
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,7/17/2015,Structural,Fall,,,,DESP,Decapterus Species- likely round or mackeral scad,50,13,,,R,,HL,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,10/29/2015,"Changed ID, changed abundance, changed size, 3 errors"
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,7/17/2015,Structural,Fall,,,,DIFO,Sand Perch,1,10,,,R,,HL,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,10/29/2015,"Changed ID, 1 error"
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,7/17/2015,Structural,Fall,,,,STCH,Scup,1,25,,,R,,HL,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,10/29/2015,"Changed ID, 1 error"
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,7/17/2015,Structural,Fall,,,,DIHO,Spottail Pinfish,100,15,,,S,,HL,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,10/29/2015,"Changed ID, 1 error"
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,7/17/2015,Structural,Fall,,,,DIHO,Spottail Pinfish,71,20,,,S,,HL,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,10/29/2015,"Changed ID, 1 error"
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,7/17/2015,Structural,Fall,,,,HAAU,Tomtate,1,20,,,,,CR,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,10/29/2015,"Changed ID, missing fish, 2 errors"
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,7/17/2015,Structural,Fall,,,,HAAU,Tomtate,20,15,,,S,,HL,CR,"PRE SAMPLING PERIOD 1st dive, less reliable data",CR,10/29/2015,"Changed ID, 1 error"
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,7/17/2015,Structural,Fall,,,,UNK,Unknown Fish Species,1,10,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,10/29/2015,"Changed ID, 1 error"
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,7/17/2015,Structural,Fall,,,,JGRU,Unknown Juvenile Grunt,10,10,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,10/29/2015,"Changed ID, 1 error"
AR-330_RUBBLE_2015-07-17_S,330,RUBBLE,CR_AP,7/17/2015,Structural,Fall,,,,JGRU,Unknown Juvenile Grunt,10,8,,,R,,HL,CR,PRE SAMPLING PERIOD,CR,10/29/2015,"Changed ID, 1 error"
AR-342_PIPES_2015-10-14_R_T1,342,PIPES,WF_ML,10/14/2015,Radiating,Fall,1,320,,CEST,Black Sea Bass,2,7,,,,,CR,,"Terrible visibility, turned around at 60m",HL,11/6/2015,Added notes
AR-342_PIPES_2015-10-14_R_T1,342,PIPES,WF_ML,10/14/2015,Radiating,Fall,1,320,,CEST,Black Sea Bass,1,15,,,,,CR,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_R_T1,342,PIPES,WF_ML,10/14/2015,Radiating,Fall,1,320,,STCH,Scup,1,7,,,,,CR,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_R_T2,342,PIPES,WF_ML,10/14/2015,Radiating,Fall,2,320,,,,NO_FISH,,,,,,CR,,"Terrible visibility, turned around at 60m",HL,11/6/2015,Added notes 
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,SESU,Belted Sandfish,1,8,,,R,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,SESU,Belted Sandfish,1,3,,,R,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,SESU,Belted Sandfish,1,1.5,,,R,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,CEST,Black Sea Bass,1,12,,,R,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,CEST,Black Sea Bass,8,,20,25,R,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,CEST,Black Sea Bass,4,15,,,R,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,CEST,Black Sea Bass,3,,33,35,R,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,CEST,Black Sea Bass,1,27,,,R,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,CEST,Black Sea Bass,2,10,,,R,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,CEST,Black Sea Bass,5,,40,45,R,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,HYGE,Crested Blenny ,1,3,,,R,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,STCA/STCH,Longspine Porgy/Scup,1,32,,,R,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,HABI,Slippery Dick,1,33,,,R,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,HABI,Slippery Dick,3,5,,,R,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,HABI,Slippery Dick,1,8,,,R,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,CHFA,Spadefish,2,35,,,S,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,CHOC,Spotfin Butterflyfish,1,4,,,R,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,DIHO,Spottail Pinfish,4,,15,22,R,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,DIHO,Spottail Pinfish,10,,8,12,R,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,DIHO,Spottail Pinfish,5,,25,30,R,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,DIHO,Spottail Pinfish,1,38,,,R,,HL,,,HL,11/6/2015,0 errors
AR-342_PIPES_2015-10-14_S,342,PIPES,HL_CR,10/14/2015,Structural,Fall,,310,10-15ft,HAAU,Tomtate,50,,8,10,R/S,,HL,,,HL,11/6/2015,0 errors
AR-345_CONCRETE_2015-10-15_R_T1,345,CONCRETE,HL_TK,10/15/2015,Radiating,Fall,1,,15ft,SEFA,Lesser Amberjack,5,45,,,W,,HL,,,HL,11/6/2015,"Changed ID, 1 error "
AR-345_CONCRETE_2015-10-15_R_T1,345,CONCRETE,HL_TK,10/15/2015,Radiating,Fall,1,,15ft,DEMA,Mackeral Scad,100,,11,13,S/W,,HL,,"Swam between concrete blocks for all three transects, was always within site of at least one ",HL,11/6/2015,"Changed ID, 1 error "
AR-345_CONCRETE_2015-10-15_R_T1,345,CONCRETE,HL_TK,10/15/2015,Radiating,Fall,1,,15ft,DIFO,Sand Perch,1,21,,,R,,HL,,,HL,11/6/2015,"Changed ID, 1 error "
AR-345_CONCRETE_2015-10-15_R_T1,345,CONCRETE,HL_TK,10/15/2015,Radiating,Fall,1,,15ft,DIFO,Sand Perch,1,7,,,R,,HL,,,HL,11/6/2015,"Changed ID, 1 error "
AR-345_CONCRETE_2015-10-15_R_T1,345,CONCRETE,HL_TK,10/15/2015,Radiating,Fall,1,,15ft,HABI,Slippery Dick,1,11,,,R,,HL,,,HL,11/6/2015,"Changed ID, 1 error "
AR-345_CONCRETE_2015-10-15_R_T1,345,CONCRETE,HL_TK,10/15/2015,Radiating,Fall,1,,15ft,HAAU,Tomtate,1,11,,,R,,HL,,,HL,11/6/2015,"Changed ID, 1 error "
AR-345_CONCRETE_2015-10-15_R_T2,345,CONCRETE,HL_TK,10/15/2015,Radiating,Fall,2,,15ft,DEMA,Mackeral Scad,100,,11,13,S/W,,HL,,Same mack scad from T1,HL,11/6/2015,"Changed ID, 1 error "
AR-345_CONCRETE_2015-10-15_R_T3,345,CONCRETE,HL_TK,10/15/2015,Radiating,Fall,3,,15ft,DEMA,Mackeral Scad,100,,11,13,S/W,,HL,,Same mack scad from T1,HL,11/6/2015,"Changed ID, 1 error "
AR-345_CONCRETE_2015-10-15_R_T3,345,CONCRETE,HL_TK,10/15/2015,Radiating,Fall,3,,15ft,DIFO,Sand Perch,1,12,,,R,,HL,,same sand perch from T1,HL,11/6/2015,"Changed ID, 1 error "
AR-345_CONCRETE_2015-10-15_S,345,CONCRETE,CR_EE,10/15/2015,Structural,Fall,,,15ft,CEOC,Bank Sea Bass,1,25,,,R,,CR,,,HL,11/6/2015,"Added visibility, 1 error "
AR-345_CONCRETE_2015-10-15_S,345,CONCRETE,CR_EE,10/15/2015,Structural,Fall,,,15ft,SESU,Belted Sandfish,1,9,,,R,,CR,,,HL,11/6/2015,"Added visibility, 1 error "
AR-345_CONCRETE_2015-10-15_S,345,CONCRETE,CR_EE,10/15/2015,Structural,Fall,,,15ft,SESU,Belted Sandfish,1,8,,,R,,CR,,,HL,11/6/2015,"Added visibility, 1 error "
AR-345_CONCRETE_2015-10-15_S,345,CONCRETE,CR_EE,10/15/2015,Structural,Fall,,,15ft,SESU,Belted Sandfish,1,7,,,R,,CR,,,HL,11/6/2015,"Added visibility, 1 error "
AR-345_CONCRETE_2015-10-15_S,345,CONCRETE,CR_EE,10/15/2015,Structural,Fall,,,15ft,SESU,Belted Sandfish,1,9,,,R,,CR,,,HL,11/6/2015,"Added visibility, 1 error "
