"ID","Site","Subsite","Date","Transect_Type","Sampling_Period","Transect_Number","Temp_avg","Temp_max","Temp_min","max_dep","min_dep","avg_dep","ver_rel_m","DRR","Structure_Type","Structure_Material","Reef_Type","Deployment_Year","Time_Since_Deployment_yrs","Depth_ft","DMF_Area_sqft","DMF_Notes","Longitude_DD","Latitude_DD","GIS_FID","NEAR_FID","Distance_to_HB","NR_FID","Distance_to_NR","AR_FID","Distance_to_AR","Distance_To_Nearest_Land_ft","Distance_To_Nearest_Land_miles","Notes","ABSA","ACAN","ARPR","BLEN","CAAR","CABAR","CACA","CACR","CANO","CAPE","CARA","CARU","CASU","CEOC","CEST","CHAE","CHFA","CHISC","CHOC","COGL","COPU","DEMA","DEPU","DESP","DIFO","DIHO","GERR","GNTH","GOBY","GRUN","HAAL","HAAU","HABI","HAPL","JDAM","LARH","MULL","MUMA","MYMI","MYPH","NOFI","OPMA","OPTA","PAAL","PADE","PALE","PAMA","PARA","PAUM","PORG","PSMA","RAEG","RYMA","SCMA","SEDU","SEFA","SERI","SESU","SPBA","SPHY","SPSP","STCA/STCH","STCH","STHI","STVA/STLE","SYFO","SYIN","SYSP","TAON","TETR","UNK","UPPA","WRAS"
"AR-330_PIPES_2015-09-08_R_T3",330,"PIPES","2015-09-08","Radiating","Fall",3,27.665,27.665,27.665,18.848084,18.59093832,18.7072944040491,0.257145680000001,0.043495636652726,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-330_PIPES_2015-09-08_S_T0",330,"PIPES","2015-09-08","Structural","Fall",0,27.665,27.665,27.665,19.10162324,16.63189518,17.026846006215,2.46972806,0.552308389173492,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS",0,0,2,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,50,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-330_PIPES_2016-01-15_R_T1",330,"PIPES","2016-01-15","Radiating","Winter",1,13.846,13.846,13.846,18.95722971,18.69151025,18.8198500494521,0.26571946,0.0531665431515023,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-330_PIPES_2016-01-15_R_T2",330,"PIPES","2016-01-15","Radiating","Winter",1,13.846,13.846,13.846,18.95722971,18.69151025,18.8198500494521,0.26571946,0.0531665431515023,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-330_PIPES_2016-01-15_R_T3",330,"PIPES","2016-01-15","Radiating","Winter",2,13.846,13.846,13.846,18.8093,18.5828,18.7098833333333,0.226500000000001,0.0492788128863822,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AR-330_PIPES_2016-01-15_R_T4",330,"PIPES","2016-01-15","Radiating","Winter",2,13.846,13.846,13.846,18.8093,18.5828,18.7098833333333,0.226500000000001,0.0492788128863822,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-330_PIPES_2016-01-15_R_T5",330,"PIPES","2016-01-15","Radiating","Winter",3,13.846,13.846,13.846,18.9421,18.5769,18.7333335877863,0.365200000000002,0.0660579426432548,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AR-330_PIPES_2016-01-15_R_T6",330,"PIPES","2016-01-15","Radiating","Winter",3,13.846,13.846,13.846,18.9421,18.5769,18.7333335877863,0.365200000000002,0.0660579426432548,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-330_PIPES_2016-01-15_S_T0",330,"PIPES","2016-01-15","Structural","Winter",0,13.846,13.846,13.846,19.2272,17.0136,18.3439346320346,2.2136,0.510625936444009,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS",0,0,9,0,0,0,0,0,2,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,15,7,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_RB1_2015-10-15_R_T1",345,"RB1","2015-10-15","Radiating","Fall",1,23.966,23.966,23.966,19.4056,19.091,19.2551234482759,0.314599999999999,0.078110039913247,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
"AR-345_RB1_2015-10-15_R_T3",345,"RB1","2015-10-15","Radiating","Fall",3,23.966,23.966,23.966,19.2816,19.0458,19.1494970588235,0.235800000000001,0.0464611391048428,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_RB1_2015-10-15_S_T0",345,"RB1","2015-10-15","Structural","Fall",0,23.9710337078652,24.062,23.966,19.49989623,18.48220088,19.1139709018727,1.01769535,0.308637451097345,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,20,31,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,10,0,0,0,51,1,0,0,0,0,0,0,0,0,0,0
"AR-345_RB1_2016-01-27_S_T0",345,"RB1","2016-01-27","Structural","Winter",0,NA,NA,NA,NA,NA,NA,NA,NA,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"AR-345_RB1_2016-04-21_R_T1",345,"RB1","2016-04-21","Radiating","Spring",1,16.523,16.523,16.523,18.7861,18.4146,18.5688831460674,0.371500000000001,0.0810339774919855,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_RB1_2016-04-21_R_T2",345,"RB1","2016-04-21","Radiating","Spring",1,16.523,16.523,16.523,18.7861,18.4146,18.5688831460674,0.371500000000001,0.0810339774919855,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_RB1_2016-04-21_R_T3",345,"RB1","2016-04-21","Radiating","Spring",2,16.523,16.523,16.523,18.8434,18.4539,18.6147589285714,0.389499999999998,0.0752756215440412,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_RB1_2016-04-21_R_T4",345,"RB1","2016-04-21","Radiating","Spring",2,16.523,16.523,16.523,18.8434,18.4539,18.6147589285714,0.389499999999998,0.0752756215440412,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_RB1_2016-04-21_R_T5",345,"RB1","2016-04-21","Radiating","Spring",3,16.523,16.523,16.523,18.9431,18.469,18.6899171171171,0.4741,0.106152947009898,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_RB1_2016-04-21_R_T6",345,"RB1","2016-04-21","Radiating","Spring",3,16.523,16.523,16.523,18.9431,18.469,18.6899171171171,0.4741,0.106152947009898,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS",0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_RB1_2016-04-21_S_T0",345,"RB1","2016-04-21","Structural","Spring",0,16.523,16.523,16.523,18.9114,17.8533,18.4587957345972,1.0581,0.320271916956894,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS",0,0,51,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AR-345_RB2_2015-10-15_R_T1",345,"RB2","2015-10-15","Radiating","Fall",1,23.966,23.966,23.966,18.4649,18.2078,18.3047194029851,0.257100000000001,0.0480588227879254,"REEF_BALLS","CONCRETE","Artificial",2000,16,62,5281.9022,"50 Ultra Reef Balls and 1 Reef Ball",76.97675,34.53995,4,25,597.7748408,NA,NA,25,597.7748408,46308.73931,8.770594566,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
"AR-345_RB2_2015-10-15_R_T2",345,"RB2","2015-10-15","Radiating","Fall",2,23.966,23.966,23.966,18.4257,18.1896,18.3153651006711,0.2361,0.0457041262052535,"REEF_BALLS","CONCRETE","Artificial",2000,16,62,5281.9022,"50 Ultra Reef Balls and 1 Reef Ball",76.97675,34.53995,4,25,597.7748408,NA,NA,25,597.7748408,46308.73931,8.770594566,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_RB2_2015-10-15_S_T0",345,"RB2","2015-10-15","Structural","Fall",0,23.966,23.966,23.966,18.69695392,17.49648713,18.1219818469565,1.20046679,0.32634241723369,"REEF_BALLS","CONCRETE","Artificial",2000,16,62,5281.9022,"50 Ultra Reef Balls and 1 Reef Ball",76.97675,34.53995,4,25,597.7748408,NA,NA,25,597.7748408,46308.73931,8.770594566,"Added to GIS",0,0,5,0,0,0,0,0,0,0,0,0,0,1,13,0,4,0,0,0,0,0,0,0,0,57,0,0,0,0,0,5,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
"AR-345_RB2_2016-04-21_R_T1",345,"RB2","2016-04-21","Radiating","Spring",1,16.523,16.523,16.523,17.8888,17.5232,17.708468627451,0.365600000000001,0.078492858955502,"REEF_BALLS","CONCRETE","Artificial",2000,16,62,5281.9022,"50 Ultra Reef Balls and 1 Reef Ball",76.97675,34.53995,4,25,597.7748408,NA,NA,25,597.7748408,46308.73931,8.770594566,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"AR-345_RB2_2016-04-21_R_T2",345,"RB2","2016-04-21","Radiating","Spring",1,16.523,16.523,16.523,17.8888,17.5232,17.708468627451,0.365600000000001,0.078492858955502,"REEF_BALLS","CONCRETE","Artificial",2000,16,62,5281.9022,"50 Ultra Reef Balls and 1 Reef Ball",76.97675,34.53995,4,25,597.7748408,NA,NA,25,597.7748408,46308.73931,8.770594566,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_RB2_2016-04-21_R_T3",345,"RB2","2016-04-21","Radiating","Spring",2,16.523,16.523,16.523,17.8526,17.5866,17.7087628571429,0.265999999999998,0.057634223368557,"REEF_BALLS","CONCRETE","Artificial",2000,16,62,5281.9022,"50 Ultra Reef Balls and 1 Reef Ball",76.97675,34.53995,4,25,597.7748408,NA,NA,25,597.7748408,46308.73931,8.770594566,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_RB2_2016-04-21_R_T4",345,"RB2","2016-04-21","Radiating","Spring",2,16.523,16.523,16.523,17.8526,17.5866,17.7087628571429,0.265999999999998,0.057634223368557,"REEF_BALLS","CONCRETE","Artificial",2000,16,62,5281.9022,"50 Ultra Reef Balls and 1 Reef Ball",76.97675,34.53995,4,25,597.7748408,NA,NA,25,597.7748408,46308.73931,8.770594566,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_RB2_2016-04-21_R_T5",345,"RB2","2016-04-21","Radiating","Spring",3,16.523,16.523,16.523,17.8194,17.5897,17.6960598290598,0.229700000000001,0.0503315457051935,"REEF_BALLS","CONCRETE","Artificial",2000,16,62,5281.9022,"50 Ultra Reef Balls and 1 Reef Ball",76.97675,34.53995,4,25,597.7748408,NA,NA,25,597.7748408,46308.73931,8.770594566,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_RB2_2016-04-21_R_T6",345,"RB2","2016-04-21","Radiating","Spring",3,16.523,16.523,16.523,17.8194,17.5897,17.6960598290598,0.229700000000001,0.0503315457051935,"REEF_BALLS","CONCRETE","Artificial",2000,16,62,5281.9022,"50 Ultra Reef Balls and 1 Reef Ball",76.97675,34.53995,4,25,597.7748408,NA,NA,25,597.7748408,46308.73931,8.770594566,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_RB2_2016-04-21_S_T0",345,"RB2","2016-04-21","Structural","Spring",0,16.523,16.523,16.523,17.7936,16.6824,17.3562983240223,1.1112,0.316669001770885,"REEF_BALLS","CONCRETE","Artificial",2000,16,62,5281.9022,"50 Ultra Reef Balls and 1 Reef Ball",76.97675,34.53995,4,25,597.7748408,NA,NA,25,597.7748408,46308.73931,8.770594566,"Added to GIS",0,0,3,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,1,0,0,0,0,0,0,0,0,0
"AR-345_TITAN_2015-10-15_R_T1",345,"TITAN","2015-10-15","Radiating","Fall",1,23.966,23.966,23.966,19.3814,19.1788,19.2845798076923,0.2026,0.0462245141112052,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,300,1,9,0,0,0,0,0,2000,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"AR-345_TITAN_2015-10-15_R_T2",345,"TITAN","2015-10-15","Radiating","Fall",2,23.966,23.966,23.966,19.55065851,19.09407013,19.3222912387963,0.456588380000003,0.0839520952633486,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_TITAN_2015-10-15_S_T0",345,"TITAN","2015-10-15","Structural","Fall",0,23.966,23.966,23.966,18.38714067,15.91850136,17.538480685516,2.46863931,0.565536243975964,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS",0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,500,0,0,0,75,0,0,0,0,0,201,13,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AR-345_TITAN_2016-01-27_R_T1",345,"TITAN","2016-01-27","Radiating","Winter",1,NA,NA,NA,NA,NA,NA,NA,NA,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_TITAN_2016-01-27_R_T2",345,"TITAN","2016-01-27","Radiating","Winter",1,NA,NA,NA,NA,NA,NA,NA,NA,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_TITAN_2016-01-27_R_T3",345,"TITAN","2016-01-27","Radiating","Winter",2,NA,NA,NA,NA,NA,NA,NA,NA,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_TITAN_2016-01-27_R_T4",345,"TITAN","2016-01-27","Radiating","Winter",2,NA,NA,NA,NA,NA,NA,NA,NA,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR-345_TITAN_2016-01-27_S_T0",345,"TITAN","2016-01-27","Structural","Winter",0,12.787,12.787,12.787,19.50445531,15.21055121,16.3317907772269,4.2939041,1.06682477895881,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"AR-345_TITAN_2016-04-21_R_T1",345,"TITAN","2016-04-21","Radiating","Spring",1,16.523,16.523,16.523,19.0941,18.7136,18.8591983333333,0.380500000000001,0.0874467616990626,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
